WigleWifi-1.4,appRelease=2.25,model=LG-D801,release=5.0.2,device=g2,display=LRX22G,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a0:ab:1b:5b:80:4a,geuli,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:40,4,-88,32.10764737,35.02016901,194,11,WIFI
1c:5f:2b:90:ac:c1,korach,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2017-11-01 15:54:40,11,-79,32.10764737,35.02016901,194,11,WIFI
44:6e:e5:67:98:13,Partner-4G-s,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:40,5,-88,32.10764737,35.02016901,194,11,WIFI
10:0d:7f:9c:32:00,mybezeq,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 15:54:40,11,-88,32.10764737,35.02016901,194,11,WIFI
14:ae:db:c8:57:1d,Schachter,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:40,1,-88,32.10764737,35.02016901,194,11,WIFI
42507_10072_479985,HOT mobile,UNKNOWN;il,2017-11-01 15:54:40,0,-75,32.10764737,35.02016901,194,11,GSM
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,8,-88,32.10776158,35.01952889,192,11,WIFI
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,2,-88,32.10776158,35.01952889,192,11,WIFI
44:6e:e5:67:98:13,Partner-4G-s,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,5,-82,32.10776158,35.01952889,192,11,WIFI
a8:c8:3a:35:c8:4a,Partner-4G-C84A,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,11,-88,32.10776158,35.01952889,192,11,WIFI
50:04:b8:32:68:bf,Partner.Home-68BF,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,11,-88,32.10776158,35.01952889,192,11,WIFI
62:be:f5:3f:dc:9b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,1,-82,32.10776158,35.01952889,192,11,WIFI
10:be:f5:3f:dc:9a,akavya17,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:42,1,-85,32.10776158,35.01952889,192,11,WIFI
9c:d6:43:22:f8:7c,Bein,[WPA-PSK-CCMP+TKIP][ESS],2017-11-01 15:54:42,6,-88,32.10776158,35.01952889,192,11,WIFI
e8:cc:18:ed:29:42,Bezeq-N_ed2941,[WEP][ESS],2017-11-01 15:54:42,6,-88,32.10776158,35.01952889,192,11,WIFI
14:ae:db:c8:57:1d,Schachter,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:44,1,-85,32.10782843,35.01886371,195,11,WIFI
42507_10072_479985,HOT mobile,UNKNOWN;il,2017-11-01 15:54:44,0,-81,32.10782843,35.01886371,195,11,GSM
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:48,8,-88,32.10801008,35.01761534,196,12,WIFI
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:48,2,-88,32.10801008,35.01761534,196,12,WIFI
a8:c8:3a:35:c8:4a,Partner-4G-C84A,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:48,11,-88,32.10801008,35.01761534,196,12,WIFI
42507_10072_479985,HOT mobile,UNKNOWN;il,2017-11-01 15:54:48,0,-81,32.10801008,35.01761534,196,12,GSM
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:52,8,-88,32.10819906,35.01638677,194,12,WIFI
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:52,2,-88,32.10819906,35.01638677,194,12,WIFI
a8:c8:3a:35:c8:4a,Partner-4G-C84A,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:52,11,-88,32.10819906,35.01638677,194,12,WIFI
42507_10072_479985,HOT mobile,UNKNOWN;il,2017-11-01 15:54:52,0,-91,32.10819906,35.01638677,194,12,GSM
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:56,8,-88,32.10832531,35.01511428,192,13,WIFI
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:56,2,-88,32.10832531,35.01511428,192,13,WIFI
a8:c8:3a:35:c8:4a,Partner-4G-C84A,[WPA2-PSK-CCMP][ESS],2017-11-01 15:54:56,11,-88,32.10832531,35.01511428,192,13,WIFI
42507_10072_479985,HOT mobile,UNKNOWN;il,2017-11-01 15:54:56,0,-83,32.10832531,35.01511428,192,13,GSM
ce:73:14:17:2e:30,ADYYRE9PR0VF? ??? ?????,[WPA2-PSK-CCMP][ESS],2017-11-01 15:55:00,13,-82,32.10843643,35.01396462,189,12,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:00,0,-89,32.10843643,35.01396462,189,12,GSM
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:02,0,-77,32.10842147,35.0134399,188,13,GSM
ce:73:14:17:2e:30,ADYYRE9PR0VF? ??? ?????,[WPA2-PSK-CCMP][ESS],2017-11-01 15:55:04,13,-82,32.10839693,35.01293693,187,15,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:07,0,-79,32.1083484,35.01220278,186,13,GSM
ce:73:14:17:2e:30,ADYYRE9PR0VF? ??? ?????,[WPA2-PSK-CCMP][ESS],2017-11-01 15:55:10,13,-82,32.10826126,35.01158836,181,12,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:14,0,-81,32.10818833,35.0108011,175,12,GSM
ce:73:14:17:2e:30,ADYYRE9PR0VF? ??? ?????,[WPA2-PSK-CCMP][ESS],2017-11-01 15:55:16,13,-82,32.10815526,35.01044676,175,12,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:16,0,-75,32.10815526,35.01044676,175,12,GSM
a0:56:b2:83:e4:42,MB WLAN 03609,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 15:55:20,6,-81,32.10809331,35.00985405,172,15,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:23,0,-75,32.10804412,35.00938854,172,29,GSM
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:26,0,-55,32.10806368,35.00934686,170,32,GSM
a0:56:b2:83:e4:42,MB WLAN 03609,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 15:55:38,6,-86,32.10797908,35.00884285,154,12,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],2017-11-01 15:55:44,6,-88,32.1079582,35.00861395,152,12,WIFI
42507_10222_1504553,HOT mobile,HSDPA;il,2017-11-01 15:55:52,0,-67,32.10794169,35.00834602,151,10,GSM
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-01 15:56:06,11,-88,32.10798235,35.00832842,155,14,WIFI
42507_10222_1478273,HOT mobile,HSDPA;il,2017-11-01 15:56:11,0,-69,32.10791763,35.00826827,154,14,GSM
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],2017-11-01 15:57:56,6,-82,32.10784231,35.00785539,146,33,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-01 15:57:56,11,-82,32.10784231,35.00785539,146,33,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-88,32.10898794,35.0071845699999,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-82,32.10898794,35.0071845699999,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-82,32.10892055,35.0072240299999,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.10885316,35.0072634899999,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-88,32.10878577,35.00730295,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.10871838,35.00734241,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-85,32.10865099,35.00738187,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-79,32.1085836,35.00742133,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.1085836,35.00742133,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-85,32.10844882,35.00750025,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-85,32.10844882,35.00750025,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-85,32.10831404,35.00757917,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-88,32.10817926,35.00765809,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-85,32.10817926,35.00765809,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-88,32.10804448,35.00773701,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.10804448,35.00773701,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-82,32.10797709,35.00777647,0,8.34944248199463,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.1079097,35.00781593,0,8.34944248199463,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],2017-11-01 15:57:57,6,-85,32.10783245,35.00784572,145,33,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-01 15:57:57,11,-82,32.10783245,35.00784572,145,33,WIFI
c8:38:70:bb:c4:e8,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-01 15:57:59,11,-76,32.107816,35.00781077,144,33,WIFI
98:e7:f4:7b:36:2e,DIRECT-7C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],2017-11-01 15:58:05,6,-79,32.10780211,35.00775743,145,40,WIFI
00:1a:dd:f5:c1:45,Afikim_Wifi,[ESS],2017-11-01 15:58:57,9,-85,32.10791678,35.00764942,134,9,WIFI
00:1a:dd:f1:30:85,Afikim_Wifi,[ESS],2017-11-01 15:58:57,6,-88,32.10791678,35.00764942,134,9,WIFI
