Time, ID, Lat, Lon, Alt, #WiFi networks (up to 10), SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10
2017-10-27 16:12:01,model=Lenovo PB2-690Y,32.16857397,34.81328609,-9.0,2,ben moshe,b4:ee:b4:36:d2:b0,1,-51,ben moshe,b0:b2:8f:37:ba:c7,1,-62
2017-10-27 16:14:37,model=Lenovo PB2-690Y,32.16866695,34.81322274,38.0,9,Robert1,3c:1e:04:03:7f:17,1,-81,Howmanyistwo,74:da:38:50:77:f2,2,-83,tslila,c4:3d:c7:5a:79:1c,11,-87,BezeqFree,6a:12:f5:f9:5e:71,8,-90,osnatg370,c0:ac:54:f5:7b:a7,11,-90,OP2,a0:63:91:69:f6:af,1,-92,NGOGA,30:b5:c2:fe:aa:56,6,-92,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,6,-93,HUAWEI-C7FB,48:db:50:34:c7:fb,1,-94
2017-10-27 16:14:52,model=Lenovo PB2-690Y,32.16868001,34.81321794,39.0,2,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,6,-87,Ester,f8:e9:03:13:74:ee,1,-96
2017-10-28 16:15:07,model=Lenovo PB2-690Y,32.16868528,34.81321713,40.0,1,BezeqFree,6a:12:f5:f9:5e:71,8,-85
2017-10-27 16:15:07,model=Lenovo PB2-690Y,32.16868528,34.81321713,40.0,1,hilda,00:02:6f:eb:a0:f4,11,-92
